_id,X,Y,FID,Name_of_Sc,Level_,Status,SchSponsor,Type1,Type2,Type3,PupilTeach,ClassrmRat,ToiletRati,No_Classrm,BoysToilet,GirlsToilet,TeachersTo,TotalToile,TotalBoys,TotalGirls,TotalEnrol,GO_KTSC_M,GOK_TSC_F,authorityM,authorityF,PTA_BOG_M,PTA_BOG_F,OthersM,OthersF,NoTeaching,NonTeachin,Province,District,Division,Location,Costituenc,Latitude,Longitude
7121,36.33,-0.34,5121,KARUGUTU PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,29.6,29.6,29.6,8,3,5,1,0,0,0,237,6,2,0,0,0,0,0,0,0,0,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,OL_KALOU,-0.34,36.33
7122,36.43,-0.43,5122,KABATI PRI SCH,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,33.5,33.5,33.5,15,6,9,2,0,0,0,502,8,4,0,0,1,2,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,LERESHWA,KIPIPIRI,-0.43,36.43
7123,37.25,-1.04,5123,NDULA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,44.7,37.3,24.8,12,6,12,4,16,235,212,447,1,8,0,0,1,0,0,0,0,0,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.04,37.25
7124,37.08,-1.09,5124,VARSITY AIM ACADEMY  PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,12.1,13.3,13.3,10,5,5,3,13,64,69,133,0,0,0,0,0,0,4,7,3,1,CENTRAL,THIKA,RUIRU,JUJA,JUJA,-1.09,37.08
7125,36.34,-0.37,5125,MUNDI PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,47.1,47.1,53.9,8,3,4,2,0,0,0,377,6,2,0,0,0,0,0,0,0,0,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,OL_KALOU,-0.37,36.34
7126,36.46,-0.41,5126,MACINERY PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,15.4,12.6,17.4,11,2,6,2,0,0,0,139,5,3,0,0,0,1,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,KIPIPIRI,KIPIPIRI,-0.41,36.46
7127,37.09,-1.1,5127,MUTHAARA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,54.3,39.5,27.1,11,6,10,3,19,226,208,434,5,3,0,0,0,0,0,0,1,1,CENTRAL,THIKA,RUIRU,JUJA,JUJA,-1.1,37.09
7128,36.36,-0.24,5128,GITHUNGURI PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,42.3,28.2,26.4,15,8,8,4,0,0,0,423,2,8,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,RURII,OL_KALOU,-0.24,36.36
7129,36.47,-0.42,5129,MAHINDU PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,51.6,32.6,36.4,19,6,11,5,0,0,0,619,7,5,0,0,0,0,0,0,2,0,CENTRAL,NYANDARUA,KIPIPIRI,KIPIPIRI,KIPIPIRI,-0.42,36.47
7130,37.06,-1.09,5130,NYACABA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,INTEGRATED,43.1,40.6,40.6,17,8,9,2,19,336,354,690,9,7,0,0,0,0,0,0,1,1,CENTRAL,THIKA,RUIRU,JUJA,JUJA,-1.09,37.06
7131,36.37,-0.22,5131,ST.ROSEMARY PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,16,16,24,9,3,3,1,0,0,0,144,0,0,0,0,0,0,3,6,1,0,CENTRAL,NYANDARUA,OL KALOU,RURII,OL_KALOU,-0.22,36.37
7132,36.47,-0.5,5132,GATHURUGA PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,40.1,40.1,22.3,10,6,12,3,0,0,0,401,6,4,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,KIPIPIRI,KIPIPIRI,-0.5,36.47
7133,37.06,-1.08,5133,NDARUGU ACADEMY  PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,0,0,0,10,4,6,2,12,0,0,0,0,0,0,0,0,0,2,10,2,0,CENTRAL,THIKA,RUIRU,JUJA,JUJA,-1.08,37.06
7134,36.36,-0.21,5134,HUHOINI PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,37.4,37.4,18.7,8,6,10,2,0,0,0,299,4,4,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,RURII,OL_KALOU,-0.21,36.36
7135,36.51,-0.48,5135,ST PETER'S PRI SCH,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY ONLY,ORDINARY,33.8,31.4,22,14,4,16,2,0,0,0,440,7,4,0,0,2,0,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,KIPIPIRI,KIPIPIRI,-0.48,36.51
7136,37.06,-1.07,5136,TUMAINI PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,6.4,16,16,2,1,1,1,3,17,15,32,0,0,0,0,0,0,1,4,2,1,CENTRAL,THIKA,RUIRU,JUJA,JUJA,-1.07,37.06
7137,36.38,-0.19,5137,RURII PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,BOARDING ONLY,ORDINARY,40.6,37,29.4,23,15,14,3,0,0,0,852,9,12,0,0,0,0,0,0,1,1,CENTRAL,NYANDARUA,OL KALOU,RURII,OL_KALOU,-0.19,36.38
7138,37.06,-1.07,5138,GRASTEN ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,5,5,3.3,4,2,4,1,0,0,0,20,0,0,0,0,0,0,1,3,0,1,CENTRAL,THIKA,RUIRU,JUJA,JUJA,-1.07,37.06
7139,36.33,-0.25,5139,SILANGA PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,BOARDING ONLY,ORDINARY,33.9,33.9,22.6,8,6,6,2,0,0,0,271,5,2,0,0,0,1,0,0,0,1,CENTRAL,NYANDARUA,OL KALOU,RURII,OL_KALOU,-0.25,36.33
7140,36.98,-1.15,5140,THOME PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,40.3,48.3,30.2,10,8,8,1,17,279,235,483,2,9,0,0,0,1,0,0,0,0,CENTRAL,THIKA,RUIRU,RUIRU,JUJA,-1.15,36.98
7141,36.32,-0.2,5141,PASSENGA PRIMARY,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY ONLY,ORDINARY,40.4,45.5,45.5,16,9,7,2,0,0,0,728,9,8,0,0,0,0,1,0,1,1,CENTRAL,NYANDARUA,OL KALOU,RURII,OL_KALOU,-0.2,36.32
7142,36.99,-1.15,5142,SPIRIT OF FAITH PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,0,0,0,11,8,4,4,16,0,0,0,0,0,0,0,0,0,7,6,11,12,CENTRAL,THIKA,RUIRU,RUIRU,JUJA,-1.15,36.99
7143,36.32,-0.21,5143,EAGLE'S NEST PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,6.2,6.2,14,9,2,2,1,0,0,0,56,0,0,0,0,0,0,6,3,1,2,CENTRAL,NYANDARUA,OL KALOU,RURII,OL_KALOU,-0.21,36.32
7144,36.99,-1.15,5144,ST GEORGE ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,4.4,5.5,11,4,1,1,1,0,0,0,22,0,0,0,0,0,0,0,5,0,1,CENTRAL,THIKA,RUIRU,RUIRU,JUJA,-1.15,36.99
7145,36.25,-0.24,5145,MICHARAGE PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,41.2,46.4,37.1,8,4,6,2,0,0,0,371,4,3,1,1,0,0,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,NDUNDORI,OL_KALOU,-0.24,36.25
7146,36.24,-0.21,5146,JANET PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,16.4,20.9,11,11,9,12,2,0,0,0,230,0,0,0,0,0,0,7,7,4,5,CENTRAL,NYANDARUA,OL KALOU,NDUNDORI,OL_KALOU,-0.21,36.24
7147,36.99,-1.16,5147,KUMURA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,38.4,38.4,29.7,17,12,10,2,0,0,0,653,4,13,0,0,0,0,0,0,1,1,CENTRAL,THIKA,RUIRU,RUIRU,JUJA,-1.16,36.99
7148,36.23,-0.21,5148,KAWA ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,22.3,27.9,0,8,0,0,0,0,0,0,223,0,0,0,0,0,0,4,6,7,3,CENTRAL,NYANDARUA,OL KALOU,NDUNDORI,OL_KALOU,-0.21,36.23
7149,36.97,-1.15,5149,CAMPUS ELITE ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CENTRAL,THIKA,RUIRU,RUIRU,JUJA,-1.15,36.97
7150,36.23,-0.2,5150,DUNDORI PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,47.6,47.6,24.5,18,22,13,2,0,0,0,856,6,10,0,0,1,1,0,0,1,1,CENTRAL,NYANDARUA,OL KALOU,NDUNDORI,OL_KALOU,-0.2,36.23
7151,37.06,-1.1,5151,JASA PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,2.5,2.5,2.5,2,1,1,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,CENTRAL,THIKA,RUIRU,JUJA,JUJA,-1.1,37.06
7152,36.22,-0.18,5152,KAMUYU PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,28.7,28.7,32.3,9,4,4,2,0,0,0,258,5,2,0,2,0,0,0,0,0,0,CENTRAL,NYANDARUA,OL KALOU,DUNDORI,OL_KALOU,-0.18,36.22
7153,37.05,-1.07,5153,THIKA SPRINGS ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,1.8,1.8,3.5,4,1,1,1,0,0,0,7,0,0,0,0,0,0,0,4,0,1,CENTRAL,THIKA,RUIRU,JUJA,JUJA,-1.07,37.05
7154,36.23,-0.18,5154,WAMA ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,10.7,13.4,13.4,8,4,4,1,0,0,0,107,0,0,0,0,0,0,6,4,1,1,CENTRAL,NYANDARUA,OL KALOU,DUNDORI,OL_KALOU,-0.18,36.23
7155,37.07,-0.88,5155,GITHIGI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,INTEGRATED,51.3,32.8,23.6,36,16,34,4,0,0,0,1181,13,9,0,0,0,1,0,0,1,2,CENTRAL,MARAGUA,KANDARA,GAICHANJIRU,KANDARA,-0.88,37.07
7156,36.21,-0.16,5156,MATUNDA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,39.8,42.5,31.9,15,6,14,2,0,0,0,637,8,5,0,0,2,1,0,0,1,1,CENTRAL,NYANDARUA,OL KALOU,DUNDORI,OL_KALOU,-0.16,36.21
7157,37.07,-0.87,5157,KAWANJERU PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,56.7,49.1,14.7,15,22,28,3,0,0,0,737,11,2,0,0,0,0,0,0,2,1,CENTRAL,MARAGUA,KANDARA,GAICHANJIRU,KANDARA,-0.87,37.07
7158,36.24,-0.18,5158,ST. RICHARD PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,7.1,8.9,7.1,8,5,5,2,0,0,0,71,0,0,0,0,0,0,5,5,0,3,CENTRAL,NYANDARUA,OL KALOU,DUNDORI,OL_KALOU,-0.18,36.24
7159,37.06,-0.88,5159,TARATIBU PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,8.8,8.8,17.5,4,1,1,1,0,0,0,35,0,0,0,0,0,0,0,4,0,1,CENTRAL,MARAGUA,KANDARA,GAICHANJIRU,KANDARA,-0.88,37.06
7160,37.12,-0.89,5160,KARUGIA PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,34.9,22.7,20.6,20,12,10,6,0,0,0,454,4,9,0,0,0,0,0,0,1,1,CENTRAL,MARAGUA,MAKUYU,KAMAHUHA,MARAGWA,-0.89,37.12
7161,37.11,-0.7,5161,MUGECHI KABORO,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY & BOARDING,INTEGRATED,42.3,33.8,28.2,5,2,4,2,0,0,0,169,1,1,0,0,1,1,0,0,0,0,CENTRAL,MURANGA,KANGEMA,IYEGO,KANGEMA,-0.7,37.11
7162,37.09,-0.69,5162,NYAKAHURA PRI SCH,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,46.2,35.9,25.9,18,10,15,4,0,0,0,647,8,6,0,0,0,0,0,0,0,0,CENTRAL,MURANGA,KANGEMA,IYEGO,KANGEMA,-0.69,37.09
7163,37.06,-0.63,5163,GATHUKINI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,31.3,23.5,11.8,16,14,18,4,0,0,0,376,3,9,0,0,0,0,0,0,2,0,CENTRAL,MURANGA,KIHARU,GATURI,KIHARU,-0.63,37.06
7164,37.06,-0.63,5164,ST ANNA PRI SCH,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY & BOARDING,SPECIAL SCHOOL,22.7,25.2,28.4,9,4,4,2,0,0,0,227,0,0,0,0,0,0,3,7,4,5,CENTRAL,MURANGA,KIHARU,GATURI,KIHARU,-0.63,37.06
7165,37.08,-0.64,5165,KIAMBUGI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,34,31.2,23.4,12,7,9,2,0,0,0,374,3,8,0,0,0,0,0,0,1,0,CENTRAL,MURANGA,KIHARU,GATURI,KIHARU,-0.64,37.08
7166,37.08,-0.64,5166,A.C.K ST STEPHEN KIAMBUGI PRI SCH,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,8.2,8.2,12.3,6,2,2,2,0,0,0,49,0,0,0,0,6,0,0,0,1,0,CENTRAL,MURANGA,KIHARU,GATURI,KIHARU,-0.64,37.08
7167,36.97,-0.75,5167,KIAGUTHU PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,16.9,16.9,11.3,8,4,8,2,0,0,0,135,3,5,0,0,0,0,0,0,1,0,CENTRAL,MURANGA,KAHURO,MUGOIRI,KIHARU,-0.75,36.97
7168,36.53,-0.51,5168,KIRARUA PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,INTEGRATED,40.5,36.8,27,11,7,8,2,0,0,0,405,7,3,0,0,0,0,0,0,0,0,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,KINANGOP,-0.51,36.53
7169,37.07,-0.65,5169,KABUI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,35,23.9,12.5,22,20,22,4,0,0,0,525,7,6,0,0,0,2,0,0,0,0,CENTRAL,MURANGA,KIHARU,GATURI,KIHARU,-0.65,37.07
7170,36.97,-0.76,5170,MUTHIRIA PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,26.3,13.2,7.6,18,17,14,3,0,0,0,237,3,6,0,0,0,0,0,0,1,0,CENTRAL,MURANGA,KAHURO,MUGOIRI,KIHARU,-0.76,36.97
7171,36.54,-0.56,5171,RAITHA PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,BOARDING ONLY,ORDINARY,50.1,41,30.1,11,7,8,2,0,0,0,451,5,4,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,KINANGOP,-0.56,36.54
7172,37.08,-0.65,5172,GAKUYU PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,30,33.3,15.8,9,8,11,4,0,0,0,300,8,2,0,0,0,0,0,0,1,0,CENTRAL,MURANGA,KIHARU,GATURI,KIHARU,-0.65,37.08
7173,36.98,-0.76,5173,KIYU PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,30.1,14.2,0,17,0,0,0,0,0,0,241,4,4,0,0,0,0,0,0,1,0,CENTRAL,MURANGA,KAHURO,MUGOIRI,KIHARU,-0.76,36.98
7174,36.57,-0.57,5174,KITIRI PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,33.3,36.1,36.1,12,6,6,2,0,0,0,433,6,7,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,KINANGOP,-0.57,36.57
7175,37.09,-0.66,5175,MWERU PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,35,30.3,12,15,19,19,4,0,0,0,455,8,5,0,0,0,0,0,0,1,0,CENTRAL,MURANGA,KIHARU,GATURI,KIHARU,-0.66,37.09
7176,36.98,-0.76,5176,GACHIKU PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,22.5,22.5,15,8,6,6,2,0,0,0,180,5,3,0,0,0,0,0,0,1,0,CENTRAL,MURANGA,KAHURO,MUGOIRI,KIHARU,-0.76,36.98
7177,36.56,-0.56,5177,FATHER JOSEPH BALDO PRI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY & BOARDING,ORDINARY,14.3,22.9,4.8,10,24,24,2,0,0,0,229,0,0,0,0,0,0,4,12,3,10,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,KINANGOP,-0.56,36.56
7178,37.14,-0.71,5178,GITHUNDI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,29,32.6,21.8,8,6,6,3,0,0,0,261,7,2,0,0,0,0,0,0,1,0,CENTRAL,MURANGA,KIHARU,GATURI,KIHARU,-0.71,37.14
7179,36.99,-0.73,5179,KAHITHE PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,31,17.5,18.3,23,10,12,4,0,0,0,403,5,8,0,0,0,0,0,0,2,0,CENTRAL,MURANGA,KAHURO,MURARANDIA,KIHARU,-0.73,36.99
7180,36.56,-0.56,5180,CREAMERIES VIEW PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,BOARDING ONLY,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,KINANGOP,-0.56,36.56
7181,37.13,-0.69,5181,NYAKIHAI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,INTEGRATED,26.7,25.3,22.9,19,12,9,4,0,0,0,480,4,14,0,0,0,0,0,0,1,1,CENTRAL,MURANGA,KIHARU,GATURI,KIHARU,-0.69,37.13
7182,37,-1.14,5182,RURII PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,32.6,43.5,65.3,6,2,2,2,6,133,128,261,2,6,0,0,0,0,0,0,1,0,CENTRAL,THIKA,RUIRU,RUIRU,JUJA,-1.14,37
7183,36.55,-0.55,5183,HOPE COMMUNITY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,17.6,22,14.7,8,6,6,3,0,0,0,176,0,0,0,0,0,0,6,4,4,5,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,KINANGOP,-0.55,36.55
7184,37.13,-0.69,5184,NYAKIHAI SPECIAL UNIT,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,6.5,13,6.5,1,1,1,1,0,0,0,13,1,1,0,0,0,0,0,0,0,0,CENTRAL,MURANGA,KIHARU,GATURI,KIHARU,-0.69,37.13
7185,36.98,-0.74,5185,SUNRISE ACADEMY PRY SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,10,10,10,2,1,1,1,0,0,0,20,0,0,0,0,0,0,0,2,0,0,CENTRAL,MURANGA,KAHURO,MURARANDIA,KIHARU,-0.74,36.98
7186,36.59,-0.51,5186,KAWAMAITHA PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,43.5,51.6,41.3,16,9,11,5,0,0,0,826,9,10,0,0,0,0,0,0,1,1,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,KINANGOP,-0.51,36.59
7187,37.12,-0.67,5187,KAIGWA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,20.6,20.6,16.5,8,4,6,2,0,0,0,165,4,4,0,0,0,0,0,0,1,0,CENTRAL,MURANGA,KIHARU,GATURI,KIHARU,-0.67,37.12
7188,36.96,-0.74,5188,GATUYA PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,36.4,33.3,0,12,0,0,3,0,0,0,400,6,5,0,0,0,0,0,0,1,0,CENTRAL,MURANGA,KAHURO,MURARANDIA,KIHARU,-0.74,36.96
7189,36.59,-0.5,5189,ACK ST. JAMES PRI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,3.7,3.7,4.7,9,3,4,2,0,0,0,33,0,0,0,0,0,0,4,5,1,2,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,KINANGOP,-0.5,36.59
7190,37.1,-0.66,5190,KIAMURI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,38.1,18.1,20.2,19,8,9,4,0,0,0,343,6,3,0,0,0,0,0,0,0,0,CENTRAL,MURANGA,KIHARU,GATURI,KIHARU,-0.66,37.1
7191,36.95,-0.73,5191,KIARICHI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,37.1,28.8,0,18,0,0,0,0,0,0,519,9,5,0,0,0,0,0,0,1,0,CENTRAL,MURANGA,KAHURO,MURARANDIA,KIHARU,-0.73,36.95
7192,37.1,-0.65,5192,GATURI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,31.2,27.7,16.6,18,12,18,2,0,0,0,499,6,9,0,0,1,0,0,0,2,0,CENTRAL,MURANGA,KIHARU,GATURI,KIHARU,-0.65,37.1
7193,36.61,-0.49,5193,KIAMBARIKI PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,54.3,42.2,38,18,10,10,3,0,0,0,760,9,5,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,KINANGOP,-0.49,36.61
7194,36.93,-0.73,5194,WISDOM JUNIOR PRI SCH,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,9.2,11,27.5,5,1,1,2,0,0,0,55,0,0,0,0,3,3,0,0,0,1,CENTRAL,MURANGA,KAHURO,MURARANDIA,KIHARU,-0.73,36.93
7195,37.09,-0.64,5195,DON-ORIONE SPECIAL SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,BOARDING ONLY,SPECIAL SCHOOL,5,10,10,2,1,1,1,0,0,0,20,1,3,0,0,0,0,0,0,2,3,CENTRAL,MURANGA,KIHARU,GATURI,KIHARU,-0.64,37.09
7196,36.61,-0.49,5196,HORIZON JUNIOR PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,15.4,19.3,15.4,8,4,6,2,0,0,0,154,0,0,0,0,0,0,6,4,3,3,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,KINANGOP,-0.49,36.61
7197,36.93,-0.73,5197,KAHATIA PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,32.9,30.8,13.7,16,17,19,3,0,0,0,493,3,10,0,0,1,1,0,0,1,0,CENTRAL,MURANGA,KAHURO,MURARANDIA,KIHARU,-0.73,36.93
